New_ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,left_company
5816,0.3,0.88,5.0,245.0,4.0,0.0,0.0,hr,low,1
5817,0.51,0.53,3.0,237.0,3.0,0.0,0.0,hr,medium,1
5818,0.76,0.9,3.0,279.0,6.0,0.0,0.0,hr,medium,1
5819,0.67,0.96,4.0,207.0,3.0,0.0,0.0,technical,medium,1
5820,0.12,0.84,4.0,218.0,6.0,0.0,0.0,technical,medium,1
5821,0.42,0.41,5.0,240.0,2.0,0.0,0.0,technical,medium,1
5822,0.69,0.76,3.0,153.0,3.0,0.0,0.0,technical,medium,1
5823,0.63,0.96,3.0,144.0,2.0,0.0,0.0,technical,medium,1
5824,0.66,0.62,2.0,159.0,3.0,1.0,0.0,technical,medium,1
5825,0.5,0.5,3.0,237.0,2.0,0.0,0.0,technical,medium,1
5826,0.67,0.82,5.0,148.0,2.0,1.0,0.0,technical,medium,1
5827,0.59,0.62,4.0,205.0,3.0,0.0,0.0,technical,medium,1
5828,0.75,0.78,2.0,264.0,3.0,1.0,0.0,technical,medium,1
5829,0.88,0.89,5.0,189.0,2.0,0.0,0.0,technical,medium,1
5830,0.99,0.75,3.0,243.0,3.0,0.0,0.0,support,medium,1
5831,0.44,0.42,2.0,199.0,2.0,0.0,0.0,support,medium,1
5832,0.65,0.78,4.0,205.0,2.0,0.0,0.0,support,medium,1
5833,0.88,0.63,3.0,184.0,4.0,0.0,0.0,support,medium,1
5834,0.58,0.79,2.0,274.0,4.0,0.0,0.0,support,medium,1
5835,0.99,0.9,4.0,181.0,3.0,0.0,0.0,support,medium,1
5836,0.76,0.71,3.0,205.0,2.0,0.0,0.0,support,medium,1
5837,0.14,0.98,5.0,172.0,5.0,0.0,0.0,support,medium,1
5838,0.57,0.86,3.0,164.0,2.0,0.0,0.0,support,medium,1
5839,0.52,0.82,3.0,138.0,2.0,1.0,0.0,support,medium,1
5840,0.71,0.55,5.0,262.0,3.0,0.0,0.0,support,medium,1
5841,0.27,0.75,5.0,264.0,3.0,0.0,0.0,technical,medium,1
5842,0.49,0.52,3.0,225.0,2.0,0.0,0.0,technical,high,1
5843,0.59,0.5,3.0,199.0,2.0,0.0,0.0,technical,high,1
5844,0.24,0.65,6.0,210.0,5.0,0.0,0.0,management,high,1
5845,0.18,0.87,6.0,226.0,4.0,0.0,0.0,IT,high,1
5846,0.73,0.62,5.0,134.0,3.0,0.0,0.0,IT,high,1
5847,0.78,0.63,6.0,111.0,6.0,0.0,0.0,IT,high,1
5848,0.94,0.73,5.0,142.0,2.0,1.0,0.0,IT,high,1
5849,0.86,0.53,3.0,213.0,3.0,0.0,0.0,IT,high,1
5850,0.97,0.88,4.0,139.0,2.0,0.0,0.0,product_mng,high,1
5851,0.49,0.54,3.0,145.0,3.0,0.0,0.0,product_mng,high,1
5852,0.82,0.48,4.0,149.0,6.0,0.0,0.0,product_mng,high,1
5853,0.86,0.64,4.0,147.0,2.0,1.0,0.0,product_mng,high,1
5854,0.3,0.39,3.0,193.0,3.0,1.0,0.0,IT,low,1
5855,0.7,0.38,4.0,270.0,2.0,0.0,0.0,RandD,low,1
5856,0.8,0.78,5.0,266.0,3.0,0.0,0.0,RandD,low,1
5857,0.36,0.63,2.0,278.0,4.0,0.0,0.0,RandD,low,1
5858,0.4,0.61,3.0,165.0,2.0,0.0,0.0,RandD,low,1
5859,0.8,0.58,4.0,175.0,2.0,0.0,0.0,RandD,low,1
5860,0.98,0.73,4.0,140.0,4.0,0.0,0.0,marketing,low,1
5861,0.92,0.67,3.0,149.0,3.0,0.0,0.0,sales,low,1
5862,0.68,1.0,3.0,205.0,4.0,0.0,0.0,accounting,low,1
5863,1.0,0.59,3.0,253.0,3.0,0.0,0.0,support,low,1
5864,0.8,0.54,3.0,222.0,4.0,0.0,0.0,technical,low,1
5865,0.85,0.69,4.0,216.0,4.0,0.0,0.0,management,low,1
5866,0.69,0.6,3.0,139.0,2.0,0.0,0.0,marketing,low,1
5867,0.57,0.52,4.0,252.0,2.0,0.0,0.0,marketing,low,1
5868,0.33,0.72,2.0,173.0,2.0,0.0,0.0,marketing,low,1
5869,0.19,0.48,6.0,178.0,3.0,1.0,0.0,sales,medium,1
5870,0.5,0.63,3.0,160.0,2.0,0.0,0.0,sales,medium,1
5871,0.52,0.88,3.0,261.0,4.0,0.0,0.0,sales,medium,1
5872,0.13,0.52,6.0,188.0,3.0,0.0,0.0,sales,medium,1
5873,0.18,0.73,4.0,219.0,5.0,0.0,0.0,sales,medium,1
5874,0.86,0.64,4.0,263.0,3.0,0.0,0.0,sales,medium,1
5875,0.86,0.59,4.0,165.0,3.0,0.0,0.0,sales,medium,1
5876,0.16,0.76,6.0,218.0,6.0,0.0,0.0,sales,medium,1
5877,0.43,0.46,2.0,239.0,3.0,1.0,0.0,sales,medium,1
5878,0.79,0.63,3.0,212.0,2.0,1.0,0.0,sales,medium,1
5879,0.51,0.67,4.0,133.0,3.0,0.0,0.0,sales,medium,1
5880,0.83,0.55,5.0,250.0,3.0,1.0,0.0,sales,medium,1
5881,0.61,0.45,3.0,114.0,3.0,0.0,0.0,sales,high,1
5882,0.65,0.57,3.0,168.0,2.0,0.0,0.0,sales,high,1
5883,0.95,0.83,4.0,252.0,2.0,0.0,0.0,sales,high,1
5884,0.63,0.64,5.0,189.0,4.0,0.0,0.0,sales,high,1
5885,0.72,0.6,3.0,265.0,2.0,1.0,0.0,sales,high,1
5886,0.8,0.57,3.0,176.0,3.0,0.0,0.0,sales,high,1
5887,0.7,0.57,4.0,150.0,4.0,0.0,0.0,sales,high,1
5888,0.45,0.79,5.0,97.0,6.0,1.0,0.0,accounting,high,1
5889,0.64,0.85,4.0,265.0,2.0,0.0,0.0,accounting,low,1
5890,0.94,0.48,4.0,260.0,4.0,0.0,0.0,accounting,low,1
5891,0.57,0.76,4.0,164.0,2.0,0.0,0.0,hr,low,1
5892,0.35,0.56,4.0,142.0,2.0,0.0,0.0,hr,low,1
5893,0.75,0.81,2.0,247.0,4.0,0.0,0.0,hr,low,1
5894,0.7,0.92,5.0,182.0,3.0,0.0,0.0,hr,low,1
5895,0.7,0.47,2.0,238.0,3.0,0.0,0.0,technical,low,1
5896,0.61,0.62,3.0,191.0,3.0,0.0,0.0,technical,low,1
5897,0.78,0.87,4.0,178.0,3.0,0.0,0.0,technical,medium,1
5898,0.97,0.77,4.0,208.0,2.0,0.0,0.0,technical,medium,1
5899,0.51,0.76,3.0,256.0,2.0,0.0,0.0,technical,medium,1
5900,0.56,0.71,5.0,243.0,3.0,0.0,0.0,technical,medium,1
5901,0.87,0.55,3.0,233.0,3.0,0.0,0.0,technical,medium,1
5902,0.64,0.78,5.0,200.0,3.0,0.0,0.0,technical,medium,1
5903,0.6,0.85,2.0,226.0,2.0,1.0,0.0,technical,medium,1
5904,0.9,0.76,2.0,150.0,2.0,0.0,0.0,technical,medium,1
5905,0.54,0.62,2.0,141.0,2.0,0.0,0.0,technical,medium,1
5906,0.23,0.8,5.0,139.0,3.0,0.0,0.0,support,medium,1
5907,0.8,0.81,3.0,199.0,4.0,1.0,0.0,support,medium,1
5908,0.23,0.78,4.0,154.0,6.0,1.0,0.0,support,medium,1
5909,0.81,0.51,3.0,247.0,2.0,0.0,0.0,support,medium,1
5910,0.35,0.6,5.0,239.0,5.0,0.0,0.0,support,medium,1
5911,0.67,0.8,4.0,137.0,2.0,0.0,0.0,support,medium,1
5912,0.46,0.6,4.0,119.0,5.0,0.0,0.0,support,medium,1
5913,0.84,0.98,4.0,134.0,5.0,1.0,0.0,support,medium,1
5914,0.92,0.79,3.0,243.0,4.0,0.0,0.0,support,medium,1
5915,0.75,0.93,5.0,210.0,3.0,0.0,0.0,support,medium,1
5916,0.7,0.57,4.0,265.0,2.0,0.0,0.0,support,medium,1
5917,0.7,0.75,4.0,204.0,3.0,0.0,0.0,technical,medium,1
5918,0.9,0.81,6.0,273.0,5.0,0.0,0.0,technical,medium,1
5919,0.8,1.0,3.0,177.0,2.0,0.0,0.0,technical,medium,1
5920,0.5,0.65,5.0,285.0,6.0,0.0,0.0,management,high,1
5921,0.84,0.72,4.0,222.0,2.0,0.0,0.0,IT,low,1
5922,0.48,0.94,3.0,185.0,2.0,1.0,0.0,IT,medium,1
5923,0.98,0.87,5.0,151.0,6.0,0.0,0.0,IT,medium,1
5924,0.64,0.96,3.0,109.0,4.0,0.0,0.0,IT,medium,1
5925,0.58,0.53,4.0,192.0,4.0,0.0,0.0,IT,medium,1
5926,0.66,0.89,4.0,139.0,3.0,0.0,0.0,product_mng,medium,1
5927,0.76,0.98,4.0,191.0,2.0,0.0,0.0,product_mng,medium,1
5928,0.32,0.42,6.0,114.0,3.0,0.0,0.0,product_mng,medium,1
5929,0.49,0.87,3.0,212.0,2.0,0.0,0.0,product_mng,medium,1
5930,0.81,0.51,3.0,162.0,2.0,0.0,0.0,IT,medium,1
5931,0.42,0.48,5.0,191.0,5.0,0.0,0.0,RandD,medium,1
5932,0.17,0.85,3.0,234.0,3.0,0.0,0.0,RandD,low,1
5933,0.49,0.59,4.0,265.0,3.0,0.0,0.0,RandD,low,1
5934,0.34,0.69,6.0,283.0,2.0,0.0,0.0,RandD,low,1
5935,0.86,0.81,3.0,232.0,4.0,0.0,0.0,RandD,low,1
5936,0.51,0.71,4.0,208.0,3.0,1.0,0.0,marketing,low,1
5937,0.49,0.99,4.0,258.0,3.0,1.0,0.0,sales,low,1
5938,0.49,0.63,3.0,175.0,2.0,0.0,0.0,accounting,low,1
5939,0.51,0.59,3.0,238.0,3.0,0.0,0.0,support,high,1
5940,0.64,0.52,3.0,166.0,3.0,0.0,0.0,technical,low,1
5941,0.62,0.85,4.0,225.0,2.0,0.0,0.0,management,high,1
5942,0.81,0.52,4.0,221.0,6.0,0.0,0.0,marketing,high,1
5943,0.95,0.57,2.0,263.0,3.0,0.0,0.0,marketing,low,1
5944,0.88,0.66,4.0,218.0,4.0,1.0,0.0,marketing,low,1
5945,0.87,0.68,5.0,236.0,4.0,0.0,0.0,sales,high,1
5946,0.73,0.68,5.0,133.0,2.0,0.0,0.0,sales,low,1
5947,0.98,0.73,2.0,237.0,3.0,0.0,0.0,sales,medium,1
5948,0.77,0.48,3.0,204.0,6.0,0.0,0.0,sales,high,1
5949,0.76,0.99,3.0,166.0,3.0,0.0,0.0,sales,medium,1
5950,0.21,0.93,4.0,189.0,2.0,1.0,0.0,sales,medium,1
5951,0.72,0.63,4.0,251.0,3.0,0.0,0.0,sales,medium,1
5952,0.41,0.56,2.0,121.0,2.0,0.0,0.0,sales,medium,1
5953,0.9,0.56,3.0,149.0,2.0,0.0,0.0,sales,high,1
5954,0.96,0.9,5.0,198.0,2.0,0.0,0.0,sales,medium,1
5955,0.61,0.48,4.0,163.0,3.0,0.0,0.0,sales,medium,1
5956,0.6,0.8,4.0,222.0,2.0,0.0,0.0,sales,medium,1
5957,0.5,0.76,2.0,107.0,4.0,0.0,0.0,sales,high,1
5958,0.79,0.61,4.0,162.0,2.0,0.0,0.0,sales,medium,1
5959,0.32,0.69,6.0,192.0,3.0,0.0,0.0,sales,high,1
5960,0.85,0.59,5.0,236.0,3.0,0.0,0.0,sales,low,1
5961,0.9,0.62,5.0,225.0,2.0,0.0,0.0,sales,medium,1
5962,0.74,0.54,4.0,167.0,2.0,0.0,0.0,sales,medium,1
5963,0.21,0.76,6.0,219.0,4.0,1.0,0.0,sales,medium,1
5964,0.91,0.61,3.0,255.0,3.0,0.0,0.0,accounting,medium,1
5965,0.9,0.66,5.0,137.0,2.0,0.0,0.0,accounting,low,1
5966,0.74,0.99,4.0,193.0,3.0,0.0,0.0,accounting,low,1
5967,0.76,0.75,3.0,239.0,2.0,0.0,0.0,hr,low,1
5968,0.45,0.61,5.0,179.0,5.0,0.0,0.0,hr,low,1
5969,0.73,0.63,3.0,205.0,2.0,1.0,0.0,hr,low,1
5970,0.6,0.73,3.0,140.0,5.0,1.0,0.0,hr,low,1
5971,0.8,0.77,5.0,256.0,2.0,0.0,0.0,technical,low,1
5972,0.53,0.7,4.0,243.0,3.0,0.0,0.0,technical,low,1
5973,0.97,0.63,5.0,163.0,3.0,0.0,0.0,technical,low,1
5974,0.64,0.99,3.0,167.0,2.0,0.0,0.0,technical,low,1
5975,0.92,0.59,4.0,190.0,5.0,0.0,0.0,technical,high,1
5976,0.6,0.57,5.0,145.0,3.0,1.0,0.0,technical,low,1
5977,1.0,0.6,4.0,265.0,4.0,0.0,0.0,technical,low,1
5978,0.69,0.63,4.0,272.0,2.0,0.0,0.0,technical,low,1
5979,0.53,0.45,5.0,140.0,5.0,0.0,0.0,technical,low,1
5980,0.63,0.58,4.0,236.0,2.0,0.0,0.0,technical,high,1
5981,0.57,0.89,4.0,255.0,3.0,1.0,0.0,technical,low,1
5982,0.79,0.45,5.0,131.0,6.0,0.0,0.0,support,low,1
5983,0.68,0.92,4.0,209.0,6.0,0.0,0.0,support,low,1
5984,0.56,0.61,3.0,250.0,2.0,0.0,0.0,support,high,1
5985,0.48,0.51,3.0,201.0,2.0,1.0,0.0,support,low,1
5986,0.59,0.67,4.0,271.0,2.0,0.0,0.0,support,medium,1
5987,0.34,0.76,6.0,237.0,5.0,0.0,0.0,support,high,1
5988,0.98,0.87,3.0,239.0,4.0,0.0,0.0,support,medium,1
5989,0.36,0.45,2.0,135.0,3.0,1.0,0.0,support,high,1
5990,0.6,0.58,2.0,182.0,2.0,0.0,0.0,support,medium,1
5991,0.24,0.54,6.0,193.0,4.0,0.0,0.0,support,medium,1
5992,0.67,0.72,4.0,192.0,3.0,1.0,0.0,support,medium,1
5993,0.17,0.6,5.0,144.0,6.0,0.0,0.0,technical,medium,1
5994,0.57,0.58,3.0,251.0,3.0,0.0,0.0,technical,medium,1
5995,0.7,0.85,3.0,161.0,2.0,0.0,0.0,technical,medium,1
5996,0.73,0.62,3.0,171.0,3.0,0.0,0.0,management,medium,1
5997,0.61,0.86,4.0,153.0,5.0,0.0,0.0,IT,medium,1
5998,0.95,0.96,4.0,161.0,2.0,0.0,0.0,IT,high,1
5999,0.85,0.55,3.0,226.0,4.0,0.0,0.0,IT,low,1
6000,0.72,0.9,3.0,193.0,3.0,0.0,0.0,IT,medium,1
6001,0.84,0.66,4.0,204.0,3.0,0.0,0.0,IT,medium,1
6002,0.57,0.47,2.0,158.0,2.0,0.0,0.0,product_mng,medium,1
6003,0.69,0.69,3.0,236.0,4.0,0.0,0.0,product_mng,medium,1
6004,0.57,0.68,4.0,191.0,3.0,0.0,0.0,product_mng,medium,1
6005,0.52,0.59,6.0,104.0,4.0,0.0,0.0,product_mng,medium,1
6006,0.56,0.55,3.0,245.0,2.0,0.0,0.0,IT,medium,1
6007,0.75,0.74,3.0,186.0,3.0,1.0,0.0,RandD,medium,1
6008,0.98,0.75,5.0,168.0,4.0,1.0,0.0,RandD,medium,1
6009,0.48,0.55,4.0,262.0,3.0,1.0,0.0,RandD,high,1
6010,0.35,0.67,2.0,116.0,3.0,0.0,0.0,RandD,low,1
6011,0.66,0.93,4.0,187.0,2.0,0.0,0.0,RandD,low,1
6012,0.79,0.9,5.0,184.0,3.0,0.0,0.0,marketing,low,1
6013,0.86,0.53,4.0,155.0,3.0,0.0,0.0,marketing,high,1
6014,0.88,1.0,5.0,190.0,2.0,0.0,0.0,sales,low,1
6015,0.83,0.64,3.0,242.0,3.0,0.0,0.0,accounting,low,1
6016,0.8,0.64,5.0,204.0,2.0,0.0,0.0,support,low,1
6017,0.64,0.69,4.0,232.0,3.0,0.0,0.0,technical,high,1
6018,0.72,0.59,4.0,245.0,2.0,0.0,0.0,management,low,1
6019,0.67,0.61,3.0,251.0,2.0,0.0,0.0,marketing,low,1
6020,0.75,0.7,4.0,179.0,2.0,0.0,0.0,marketing,low,1
6021,0.65,0.95,4.0,153.0,2.0,0.0,0.0,marketing,low,1
6022,0.98,0.98,5.0,210.0,6.0,0.0,0.0,sales,low,1
6023,0.68,0.8,2.0,257.0,2.0,1.0,0.0,sales,low,1
6024,0.52,0.37,3.0,137.0,4.0,0.0,0.0,sales,low,1
6025,0.68,0.93,4.0,179.0,2.0,0.0,0.0,sales,medium,1
6026,0.92,0.74,4.0,213.0,3.0,0.0,0.0,sales,medium,1
6027,0.86,0.79,3.0,106.0,6.0,1.0,0.0,sales,medium,1
6028,0.5,0.99,4.0,272.0,2.0,0.0,0.0,sales,medium,1
6029,0.35,0.37,4.0,153.0,2.0,0.0,0.0,sales,medium,1
6030,0.76,0.97,5.0,172.0,3.0,0.0,0.0,sales,medium,1
6031,0.66,0.95,4.0,224.0,2.0,0.0,0.0,sales,medium,1
6032,0.58,0.71,3.0,230.0,3.0,1.0,0.0,sales,medium,1
6033,0.55,0.97,4.0,222.0,4.0,0.0,0.0,sales,medium,1
6034,0.9,0.53,3.0,270.0,3.0,0.0,0.0,sales,medium,1
6035,0.75,0.71,4.0,205.0,3.0,0.0,0.0,sales,medium,1
6036,0.9,0.63,4.0,134.0,3.0,1.0,0.0,sales,medium,1
6037,0.14,0.54,5.0,275.0,4.0,1.0,0.0,sales,high,1
6038,0.86,0.57,4.0,183.0,3.0,0.0,0.0,sales,low,1
6039,0.56,0.84,4.0,143.0,4.0,0.0,0.0,sales,medium,1
6040,0.54,0.63,5.0,259.0,2.0,0.0,0.0,sales,medium,1
6041,0.36,0.8,5.0,186.0,4.0,0.0,0.0,accounting,medium,1
6042,0.82,0.59,3.0,155.0,3.0,0.0,0.0,accounting,medium,1
6043,0.49,0.42,2.0,266.0,3.0,0.0,0.0,accounting,low,1
6044,0.77,0.97,3.0,215.0,2.0,0.0,0.0,hr,low,1
6045,0.64,0.83,4.0,179.0,3.0,0.0,0.0,hr,low,1
6046,0.93,0.53,3.0,217.0,3.0,0.0,0.0,hr,low,1
6047,0.96,0.94,5.0,235.0,3.0,0.0,0.0,hr,low,1
6048,0.6,0.97,3.0,164.0,2.0,0.0,0.0,technical,low,1
6049,0.58,0.55,3.0,178.0,5.0,0.0,0.0,technical,low,1
6050,0.52,0.49,5.0,170.0,3.0,0.0,0.0,technical,low,1
6051,0.74,0.79,5.0,241.0,3.0,0.0,0.0,technical,low,1
6052,0.64,0.99,4.0,222.0,2.0,0.0,0.0,technical,low,1
6053,0.93,0.59,3.0,233.0,3.0,0.0,0.0,technical,low,1
6054,0.76,0.49,5.0,243.0,3.0,0.0,0.0,technical,low,1
6055,0.5,0.54,4.0,175.0,2.0,0.0,0.0,technical,low,1
6056,0.79,0.55,4.0,266.0,3.0,0.0,0.0,technical,low,1
6057,0.97,0.95,5.0,201.0,2.0,0.0,0.0,technical,low,1
6058,0.6,0.49,5.0,259.0,4.0,0.0,0.0,technical,low,1
6059,0.84,0.73,5.0,105.0,5.0,0.0,0.0,support,low,1
6060,0.75,0.99,5.0,189.0,3.0,0.0,0.0,support,low,1
6061,0.24,0.91,4.0,232.0,2.0,0.0,0.0,support,low,1
6062,0.24,0.91,5.0,258.0,6.0,0.0,0.0,support,low,1
6063,0.51,0.58,5.0,173.0,3.0,0.0,0.0,support,low,1
6064,0.5,0.88,4.0,147.0,3.0,0.0,0.0,support,medium,1
6065,0.66,0.36,3.0,256.0,6.0,0.0,0.0,support,medium,1
6066,0.97,0.77,3.0,206.0,4.0,0.0,0.0,support,medium,1
6067,0.61,0.5,4.0,175.0,3.0,0.0,0.0,support,medium,1
6068,0.77,0.49,4.0,274.0,2.0,1.0,0.0,support,medium,1
6069,0.74,0.64,3.0,229.0,3.0,0.0,0.0,support,medium,1
6070,0.92,0.98,4.0,161.0,3.0,0.0,0.0,technical,medium,1
6071,0.78,0.99,2.0,188.0,2.0,0.0,0.0,technical,medium,1
6072,0.56,0.57,3.0,205.0,3.0,0.0,0.0,technical,medium,1
6073,0.82,0.63,3.0,246.0,3.0,0.0,0.0,management,medium,1
6074,0.26,0.98,5.0,161.0,5.0,0.0,0.0,IT,medium,1
6075,0.69,0.85,5.0,246.0,3.0,0.0,0.0,IT,medium,1
6076,0.78,0.83,4.0,158.0,3.0,0.0,0.0,IT,high,1
6077,0.67,0.86,3.0,175.0,3.0,0.0,0.0,IT,low,1
6078,0.77,0.91,5.0,268.0,3.0,1.0,0.0,IT,medium,1
6079,0.8,0.63,4.0,211.0,2.0,0.0,0.0,product_mng,medium,1
6080,0.51,0.51,3.0,274.0,2.0,0.0,0.0,product_mng,medium,1
6081,0.77,0.52,4.0,241.0,3.0,0.0,0.0,product_mng,medium,1
6082,0.65,0.71,3.0,170.0,2.0,0.0,0.0,product_mng,low,1
6083,0.58,0.53,3.0,287.0,5.0,0.0,0.0,IT,low,1
6084,0.67,0.39,2.0,235.0,6.0,0.0,0.0,RandD,low,1
6085,0.33,0.39,3.0,98.0,3.0,1.0,0.0,RandD,low,1
6086,0.78,0.66,6.0,105.0,5.0,1.0,0.0,RandD,low,1
6087,0.58,0.83,3.0,226.0,3.0,0.0,0.0,RandD,low,1
6088,0.63,0.59,4.0,171.0,4.0,0.0,0.0,RandD,low,1
6089,0.63,0.51,4.0,153.0,4.0,0.0,0.0,RandD,low,1
6090,0.59,0.55,3.0,183.0,4.0,0.0,0.0,marketing,low,1
6091,0.6,0.9,5.0,139.0,3.0,0.0,0.0,sales,low,1
6092,0.93,0.9,5.0,210.0,3.0,0.0,0.0,accounting,low,1
6093,0.78,0.77,2.0,177.0,4.0,0.0,0.0,support,low,1
6094,0.65,0.6,3.0,148.0,2.0,0.0,0.0,technical,low,1
6095,1.0,0.61,4.0,198.0,2.0,0.0,0.0,management,low,1
6096,0.96,1.0,3.0,137.0,4.0,1.0,0.0,marketing,low,1
6097,0.54,0.97,5.0,233.0,3.0,1.0,0.0,marketing,low,1
6098,0.98,0.69,2.0,204.0,4.0,0.0,0.0,marketing,low,1
6099,0.34,0.59,2.0,164.0,2.0,0.0,0.0,sales,low,1
6100,0.71,0.53,5.0,162.0,2.0,0.0,0.0,sales,low,1
6101,0.64,0.64,3.0,180.0,2.0,1.0,0.0,sales,low,1
6102,0.71,0.93,2.0,199.0,2.0,0.0,0.0,sales,low,1
6103,0.58,0.63,4.0,190.0,2.0,0.0,0.0,sales,medium,1
6104,0.87,0.96,4.0,151.0,3.0,1.0,0.0,sales,medium,1
6105,0.58,0.85,4.0,162.0,3.0,0.0,0.0,sales,medium,1
6106,0.87,0.67,3.0,139.0,2.0,0.0,0.0,sales,medium,1
6107,0.72,0.86,3.0,231.0,3.0,1.0,0.0,sales,medium,1
6108,0.67,0.83,5.0,269.0,2.0,0.0,0.0,sales,medium,1
6109,0.53,0.97,4.0,249.0,3.0,0.0,0.0,sales,medium,1
6110,0.78,0.61,3.0,148.0,2.0,0.0,0.0,sales,medium,1
6111,0.19,0.63,4.0,233.0,5.0,0.0,0.0,sales,medium,1
6112,1.0,0.88,4.0,240.0,4.0,0.0,0.0,sales,medium,1
6113,0.75,0.75,5.0,229.0,2.0,1.0,0.0,sales,medium,1
6114,0.29,0.66,3.0,256.0,2.0,1.0,0.0,sales,medium,1
6115,0.37,0.7,2.0,188.0,2.0,0.0,0.0,sales,high,1
6116,0.78,0.5,3.0,167.0,2.0,0.0,0.0,sales,low,1
6117,0.24,0.64,5.0,190.0,4.0,0.0,0.0,sales,medium,1
6118,0.49,0.7,4.0,168.0,3.0,0.0,0.0,accounting,medium,1
6119,0.18,0.64,6.0,154.0,5.0,0.0,0.0,accounting,medium,1
6120,0.76,0.85,4.0,135.0,3.0,0.0,0.0,accounting,medium,1
6121,0.5,0.97,4.0,217.0,3.0,0.0,0.0,hr,low,1
6122,0.82,0.94,3.0,253.0,2.0,0.0,0.0,hr,low,1
6123,0.97,0.94,3.0,180.0,3.0,0.0,0.0,hr,low,1
6124,0.72,0.9,4.0,225.0,2.0,0.0,0.0,hr,low,1
6125,0.98,0.64,4.0,134.0,3.0,1.0,0.0,technical,low,1
6126,0.76,0.73,3.0,192.0,2.0,0.0,0.0,technical,low,1
6127,0.72,0.88,3.0,224.0,3.0,0.0,0.0,technical,low,1
6128,0.96,0.91,3.0,260.0,5.0,0.0,0.0,technical,low,1
6129,0.62,0.78,3.0,178.0,3.0,1.0,0.0,technical,low,1
6130,0.25,0.98,4.0,166.0,5.0,1.0,0.0,technical,low,1
6131,0.82,0.56,5.0,180.0,3.0,0.0,0.0,technical,low,1
6132,0.59,0.9,3.0,189.0,2.0,0.0,0.0,technical,low,1
6133,0.94,0.73,3.0,154.0,3.0,0.0,0.0,technical,low,1
6134,0.72,0.88,3.0,236.0,3.0,0.0,0.0,technical,low,1
6135,0.53,0.78,5.0,198.0,3.0,0.0,0.0,technical,low,1
6136,0.67,0.83,3.0,148.0,3.0,0.0,0.0,support,low,1
6137,0.99,0.52,4.0,205.0,2.0,0.0,0.0,support,low,1
6138,0.64,0.53,4.0,133.0,3.0,0.0,0.0,support,low,1
6139,0.61,0.57,4.0,160.0,3.0,1.0,0.0,support,low,1
6140,0.89,0.85,4.0,201.0,2.0,1.0,0.0,support,low,1
6141,0.61,0.7,5.0,157.0,4.0,0.0,0.0,support,low,1
6142,0.9,0.74,3.0,260.0,2.0,0.0,0.0,support,medium,1
6143,0.96,0.51,5.0,152.0,3.0,0.0,0.0,support,medium,1
6144,0.62,0.55,4.0,218.0,3.0,0.0,0.0,support,medium,1
6145,0.89,0.57,3.0,252.0,2.0,0.0,0.0,support,medium,1
6146,0.52,0.67,4.0,216.0,3.0,0.0,0.0,support,medium,1
6147,0.66,0.99,3.0,183.0,2.0,0.0,0.0,technical,medium,1
6148,0.96,0.6,5.0,269.0,2.0,0.0,0.0,technical,medium,1
6149,0.95,0.89,5.0,132.0,4.0,0.0,0.0,technical,medium,1
6150,0.75,0.98,4.0,170.0,4.0,0.0,0.0,management,medium,1
6151,0.39,0.87,5.0,257.0,5.0,1.0,0.0,IT,medium,1
6152,0.93,0.69,3.0,138.0,2.0,0.0,0.0,IT,medium,1
6153,0.44,0.54,3.0,115.0,3.0,0.0,0.0,IT,medium,1
6154,0.9,0.67,3.0,165.0,2.0,0.0,0.0,IT,high,1
6155,0.75,0.81,3.0,214.0,3.0,0.0,0.0,IT,low,1
6156,0.45,0.75,2.0,246.0,2.0,0.0,0.0,product_mng,medium,1
6157,0.42,0.6,2.0,188.0,3.0,0.0,0.0,product_mng,medium,1
6158,0.99,0.82,3.0,255.0,2.0,0.0,0.0,product_mng,medium,1
6159,0.89,0.91,4.0,190.0,2.0,0.0,0.0,product_mng,medium,1
6160,0.96,0.9,4.0,164.0,4.0,0.0,0.0,IT,low,1
6161,0.5,0.46,3.0,165.0,3.0,0.0,0.0,RandD,low,1
6162,0.59,0.59,3.0,141.0,3.0,0.0,0.0,RandD,low,1
6163,0.57,0.69,3.0,154.0,2.0,0.0,0.0,RandD,low,1
6164,1.0,0.87,3.0,165.0,2.0,0.0,0.0,RandD,low,1
6165,0.6,0.59,5.0,266.0,2.0,0.0,0.0,RandD,low,1
6166,0.21,0.85,6.0,235.0,6.0,0.0,0.0,RandD,low,1
6167,0.63,0.83,4.0,159.0,2.0,0.0,0.0,marketing,low,1
6168,0.8,0.82,3.0,218.0,3.0,0.0,0.0,sales,low,1
6169,0.51,0.96,3.0,149.0,4.0,0.0,0.0,accounting,low,1
6170,0.89,0.96,5.0,239.0,3.0,0.0,0.0,support,low,1
6171,0.83,0.58,4.0,225.0,3.0,0.0,0.0,technical,low,1
6172,0.77,0.74,6.0,247.0,3.0,0.0,0.0,management,low,1
6173,0.79,0.99,4.0,183.0,2.0,0.0,0.0,marketing,low,1
6174,0.63,0.85,5.0,214.0,2.0,0.0,0.0,marketing,low,1
6175,0.68,0.48,5.0,113.0,2.0,0.0,0.0,marketing,low,1
6176,0.74,0.69,4.0,244.0,2.0,0.0,0.0,sales,low,1
